year,field,is_tt,rank,count
2011,Architecture,TRUE,assistant_prof,2.0
2011,Architecture,TRUE,"assistant_prof, associate_prof",0.0
2011,Architecture,TRUE,open_rank,0.0
2011,Architecture,TRUE,lecturer,0.0
2011,Architecture,TRUE,vap,0.0
2011,Architecture,TRUE,full_prof,0.0
2011,Architecture,TRUE,"associate_prof, full_prof",0.0
2011,Architecture,TRUE,associate_prof,0.0
2011,Architecture,TRUE,chair,0.0
2011,Architecture,TRUE,"vap, lecturer",0.0
2011,Architecture,TRUE,"vap, assistant_prof",0.0
2011,Architecture,TRUE,"lecturer, assistant_prof, associate_prof",0.0
2011,Architecture,TRUE,"lecturer, assistant_prof",0.0
2011,Architecture,FALSE,all,0.0
2011,Architecture,FALSE,unknown,0.0
2011,Architecture,FALSE,assistant_prof,0.0
2011,Architecture,FALSE,"assistant_prof, associate_prof",0.0
2011,Architecture,FALSE,open_rank,0.0
2011,Architecture,FALSE,lecturer,0.0
2011,Architecture,FALSE,vap,0.0
2011,Architecture,FALSE,full_prof,0.0
2011,Architecture,FALSE,"associate_prof, full_prof",0.0
2011,Architecture,FALSE,associate_prof,0.0
2011,Architecture,FALSE,chair,0.0
2011,Architecture,FALSE,"vap, lecturer",0.0
2011,Architecture,FALSE,"vap, assistant_prof",0.0
2011,Architecture,FALSE,"lecturer, assistant_prof, associate_prof",0.0
2011,Architecture,FALSE,"lecturer, assistant_prof",0.0
2011,Architecture,all,unknown,1.0
2011,Architecture,all,assistant_prof,2.0
2011,Architecture,all,"assistant_prof, associate_prof",0.0
2011,Architecture,all,open_rank,0.0
2011,Architecture,all,lecturer,0.0
2011,Architecture,all,vap,0.0
2011,Architecture,all,full_prof,0.0
2011,Architecture,all,"associate_prof, full_prof",0.0
2011,Architecture,all,associate_prof,0.0
2011,Architecture,all,chair,0.0
2011,Architecture,all,"vap, lecturer",0.0
2011,Architecture,all,"vap, assistant_prof",0.0
2011,Architecture,all,"lecturer, assistant_prof, associate_prof",0.0
2011,Architecture,all,"lecturer, assistant_prof",0.0
2011,Asian / Asian Diaspora Art,all,all,18.0
2011,Asian / Asian Diaspora Art,unknown,all,2.0
2011,Asian / Asian Diaspora Art,unknown,unknown,2.0
2011,Asian / Asian Diaspora Art,unknown,assistant_prof,0.0
2011,Asian / Asian Diaspora Art,unknown,"assistant_prof, associate_prof",0.0
2011,Asian / Asian Diaspora Art,unknown,open_rank,0.0
2011,Asian / Asian Diaspora Art,unknown,lecturer,0.0
2011,Asian / Asian Diaspora Art,unknown,vap,0.0
2011,Asian / Asian Diaspora Art,unknown,full_prof,0.0
2011,Asian / Asian Diaspora Art,unknown,"associate_prof, full_prof",0.0
2011,Asian / Asian Diaspora Art,unknown,associate_prof,0.0
2011,Asian / Asian Diaspora Art,unknown,chair,0.0
2011,Asian / Asian Diaspora Art,unknown,"vap, lecturer",0.0
2011,Asian / Asian Diaspora Art,unknown,"vap, assistant_prof",0.0
2011,Asian / Asian Diaspora Art,unknown,"lecturer, assistant_prof, associate_prof",0.0
2011,Asian / Asian Diaspora Art,unknown,"lecturer, assistant_prof",0.0
2011,Asian / Asian Diaspora Art,TRUE,all,15.0
2011,Asian / Asian Diaspora Art,TRUE,unknown,1.0
2011,Asian / Asian Diaspora Art,TRUE,assistant_prof,11.0
2011,Asian / Asian Diaspora Art,TRUE,"assistant_prof, associate_prof",1.0
2011,Asian / Asian Diaspora Art,TRUE,open_rank,2.0
2011,Asian / Asian Diaspora Art,TRUE,lecturer,0.0
2011,Asian / Asian Diaspora Art,TRUE,vap,0.0
2011,Asian / Asian Diaspora Art,TRUE,full_prof,0.0
2011,Asian / Asian Diaspora Art,TRUE,"associate_prof, full_prof",0.0
2011,Asian / Asian Diaspora Art,TRUE,associate_prof,0.0
2011,Asian / Asian Diaspora Art,TRUE,chair,0.0
2011,Asian / Asian Diaspora Art,TRUE,"vap, lecturer",0.0
2011,Asian / Asian Diaspora Art,TRUE,"vap, assistant_prof",0.0
2011,Asian / Asian Diaspora Art,TRUE,"lecturer, assistant_prof, associate_prof",0.0
2011,Asian / Asian Diaspora Art,TRUE,"lecturer, assistant_prof",0.0
2011,Asian / Asian Diaspora Art,FALSE,all,1.0
2011,Asian / Asian Diaspora Art,FALSE,unknown,0.0
2011,Asian / Asian Diaspora Art,FALSE,assistant_prof,0.0
2011,Asian / Asian Diaspora Art,FALSE,"assistant_prof, associate_prof",0.0
2011,Asian / Asian Diaspora Art,FALSE,open_rank,0.0
2011,Asian / Asian Diaspora Art,FALSE,lecturer,1.0
2011,Asian / Asian Diaspora Art,FALSE,vap,0.0
2011,Asian / Asian Diaspora Art,FALSE,full_prof,0.0
2011,Asian / Asian Diaspora Art,FALSE,"associate_prof, full_prof",0.0
2011,Asian / Asian Diaspora Art,FALSE,associate_prof,0.0
2011,Asian / Asian Diaspora Art,FALSE,chair,0.0
2011,Asian / Asian Diaspora Art,FALSE,"vap, lecturer",0.0
2011,Asian / Asian Diaspora Art,FALSE,"vap, assistant_prof",0.0
2011,Asian / Asian Diaspora Art,FALSE,"lecturer, assistant_prof, associate_prof",0.0
2011,Asian / Asian Diaspora Art,FALSE,"lecturer, assistant_prof",0.0
2011,Asian / Asian Diaspora Art,all,unknown,3.0
2011,Asian / Asian Diaspora Art,all,assistant_prof,11.0
2011,Asian / Asian Diaspora Art,all,"assistant_prof, associate_prof",1.0
2011,Asian / Asian Diaspora Art,all,open_rank,2.0
2011,Asian / Asian Diaspora Art,all,lecturer,1.0
2011,Asian / Asian Diaspora Art,all,vap,0.0
2011,Asian / Asian Diaspora Art,all,full_prof,0.0
2011,Asian / Asian Diaspora Art,all,"associate_prof, full_prof",0.0
2011,Asian / Asian Diaspora Art,all,associate_prof,0.0
2011,Asian / Asian Diaspora Art,all,chair,0.0
2011,Asian / Asian Diaspora Art,all,"vap, lecturer",0.0
2011,Asian / Asian Diaspora Art,all,"vap, assistant_prof",0.0
2011,Asian / Asian Diaspora Art,all,"lecturer, assistant_prof, associate_prof",0.0
2011,Asian / Asian Diaspora Art,all,"lecturer, assistant_prof",0.0
2011,Byzantine / Medieval Art,all,all,9.5
2011,Byzantine / Medieval Art,unknown,all,5.0
2011,Byzantine / Medieval Art,unknown,unknown,5.0
2011,Byzantine / Medieval Art,unknown,assistant_prof,0.0
2011,Byzantine / Medieval Art,unknown,"assistant_prof, associate_prof",0.0
2011,Byzantine / Medieval Art,unknown,open_rank,0.0
2011,Byzantine / Medieval Art,unknown,lecturer,0.0
2011,Byzantine / Medieval Art,unknown,vap,0.0
2011,Byzantine / Medieval Art,unknown,full_prof,0.0
2011,Byzantine / Medieval Art,unknown,"associate_prof, full_prof",0.0
2011,Byzantine / Medieval Art,unknown,associate_prof,0.0
2011,Byzantine / Medieval Art,unknown,chair,0.0
2011,Byzantine / Medieval Art,unknown,"vap, lecturer",0.0
2011,Byzantine / Medieval Art,unknown,"vap, assistant_prof",0.0
2011,Byzantine / Medieval Art,unknown,"lecturer, assistant_prof, associate_prof",0.0
2011,Byzantine / Medieval Art,unknown,"lecturer, assistant_prof",0.0
2011,Byzantine / Medieval Art,TRUE,all,2.5
2011,Byzantine / Medieval Art,TRUE,unknown,0.0
2011,Byzantine / Medieval Art,TRUE,assistant_prof,2.5
2011,Byzantine / Medieval Art,TRUE,"assistant_prof, associate_prof",0.0
2011,Byzantine / Medieval Art,TRUE,open_rank,0.0
2011,Byzantine / Medieval Art,TRUE,lecturer,0.0
2011,Byzantine / Medieval Art,TRUE,vap,0.0
2011,Byzantine / Medieval Art,TRUE,full_prof,0.0
2011,Byzantine / Medieval Art,TRUE,"associate_prof, full_prof",0.0
2011,Byzantine / Medieval Art,TRUE,associate_prof,0.0
2011,Byzantine / Medieval Art,TRUE,chair,0.0
2011,Byzantine / Medieval Art,TRUE,"vap, lecturer",0.0
2011,Byzantine / Medieval Art,TRUE,"vap, assistant_prof",0.0
2011,Byzantine / Medieval Art,TRUE,"lecturer, assistant_prof, associate_prof",0.0
2011,Byzantine / Medieval Art,TRUE,"lecturer, assistant_prof",0.0
2011,Byzantine / Medieval Art,FALSE,all,2.0
2011,Byzantine / Medieval Art,FALSE,unknown,0.0
2011,Byzantine / Medieval Art,FALSE,assistant_prof,0.0
2011,Byzantine / Medieval Art,FALSE,"assistant_prof, associate_prof",0.0
2011,Byzantine / Medieval Art,FALSE,open_rank,0.0
2011,Byzantine / Medieval Art,FALSE,lecturer,0.0
2011,Byzantine / Medieval Art,FALSE,vap,2.0
2011,Byzantine / Medieval Art,FALSE,full_prof,0.0
2011,Byzantine / Medieval Art,FALSE,"associate_prof, full_prof",0.0
2011,Byzantine / Medieval Art,FALSE,associate_prof,0.0
2011,Byzantine / Medieval Art,FALSE,chair,0.0
2011,Byzantine / Medieval Art,FALSE,"vap, lecturer",0.0
2011,Byzantine / Medieval Art,FALSE,"vap, assistant_prof",0.0
2011,Byzantine / Medieval Art,FALSE,"lecturer, assistant_prof, associate_prof",0.0
2011,Byzantine / Medieval Art,FALSE,"lecturer, assistant_prof",0.0
2011,Byzantine / Medieval Art,all,unknown,5.0
2011,Byzantine / Medieval Art,all,assistant_prof,2.5
2011,Byzantine / Medieval Art,all,"assistant_prof, associate_prof",0.0
2011,Byzantine / Medieval Art,all,open_rank,0.0
2011,Byzantine / Medieval Art,all,lecturer,0.0
2011,Byzantine / Medieval Art,all,vap,2.0
2011,Byzantine / Medieval Art,all,full_prof,0.0
2011,Byzantine / Medieval Art,all,"associate_prof, full_prof",0.0
2011,Byzantine / Medieval Art,all,associate_prof,0.0
2011,Byzantine / Medieval Art,all,chair,0.0
2011,Byzantine / Medieval Art,all,"vap, lecturer",0.0
2011,Byzantine / Medieval Art,all,"vap, assistant_prof",0.0
2011,Byzantine / Medieval Art,all,"lecturer, assistant_prof, associate_prof",0.0
2011,Byzantine / Medieval Art,all,"lecturer, assistant_prof",0.0
2011,Design,all,all,3.0
2011,Design,unknown,all,0.0
2011,Design,unknown,unknown,0.0
2011,Design,unknown,assistant_prof,0.0
2011,Design,unknown,"assistant_prof, associate_prof",0.0
2011,Design,unknown,open_rank,0.0
2011,Design,unknown,lecturer,0.0
2011,Design,unknown,vap,0.0
2011,Design,unknown,full_prof,0.0
2011,Design,unknown,"associate_prof, full_prof",0.0
2011,Design,unknown,associate_prof,0.0
2011,Design,unknown,chair,0.0
2011,Design,unknown,"vap, lecturer",0.0
2011,Design,unknown,"vap, assistant_prof",0.0
2011,Design,unknown,"lecturer, assistant_prof, associate_prof",0.0
2011,Design,unknown,"lecturer, assistant_prof",0.0
2011,Design,TRUE,all,3.0
2011,Design,TRUE,unknown,1.0
2011,Design,TRUE,assistant_prof,1.0
2011,Design,TRUE,"assistant_prof, associate_prof",0.0
2011,Design,TRUE,open_rank,1.0
2011,Design,TRUE,lecturer,0.0
2011,Design,TRUE,vap,0.0
2011,Design,TRUE,full_prof,0.0
2011,Design,TRUE,"associate_prof, full_prof",0.0
2011,Design,TRUE,associate_prof,0.0
2011,Design,TRUE,chair,0.0
2011,Design,TRUE,"vap, lecturer",0.0
2011,Design,TRUE,"vap, assistant_prof",0.0
2011,Design,TRUE,"lecturer, assistant_prof, associate_prof",0.0
2011,Design,TRUE,"lecturer, assistant_prof",0.0
2011,Design,FALSE,all,0.0
2011,Design,FALSE,unknown,0.0
2011,Design,FALSE,assistant_prof,0.0
2011,Design,FALSE,"assistant_prof, associate_prof",0.0
2011,Design,FALSE,open_rank,0.0
2011,Design,FALSE,lecturer,0.0
2011,Design,FALSE,vap,0.0
2011,Design,FALSE,full_prof,0.0
2011,Design,FALSE,"associate_prof, full_prof",0.0
2011,Design,FALSE,associate_prof,0.0
2011,Design,FALSE,chair,0.0
2011,Design,FALSE,"vap, lecturer",0.0
2011,Design,FALSE,"vap, assistant_prof",0.0
2011,Design,FALSE,"lecturer, assistant_prof, associate_prof",0.0
2011,Design,FALSE,"lecturer, assistant_prof",0.0
2011,Design,all,unknown,1.0
2011,Design,all,assistant_prof,1.0
2011,Design,all,"assistant_prof, associate_prof",0.0
2011,Design,all,open_rank,1.0
2011,Design,all,lecturer,0.0
2011,Design,all,vap,0.0
2011,Design,all,full_prof,0.0
2011,Design,all,"associate_prof, full_prof",0.0
2011,Design,all,associate_prof,0.0
2011,Design,all,chair,0.0
2011,Design,all,"vap, lecturer",0.0
2011,Design,all,"vap, assistant_prof",0.0
2011,Design,all,"lecturer, assistant_prof, associate_prof",0.0
2011,Design,all,"lecturer, assistant_prof",0.0
2011,Digital Art History,all,all,1.0
2011,Digital Art History,unknown,all,1.0
2011,Digital Art History,unknown,unknown,1.0
2011,Digital Art History,unknown,assistant_prof,0.0
2011,Digital Art History,unknown,"assistant_prof, associate_prof",0.0
2011,Digital Art History,unknown,open_rank,0.0
2011,Digital Art History,unknown,lecturer,0.0
2011,Digital Art History,unknown,vap,0.0
2011,Digital Art History,unknown,full_prof,0.0
2011,Digital Art History,unknown,"associate_prof, full_prof",0.0
2011,Digital Art History,unknown,associate_prof,0.0
2011,Digital Art History,unknown,chair,0.0
2011,Digital Art History,unknown,"vap, lecturer",0.0
2011,Digital Art History,unknown,"vap, assistant_prof",0.0
2011,Digital Art History,unknown,"lecturer, assistant_prof, associate_prof",0.0
2011,Digital Art History,unknown,"lecturer, assistant_prof",0.0
2011,Digital Art History,TRUE,all,0.0
2011,Digital Art History,TRUE,unknown,0.0
2011,Digital Art History,TRUE,assistant_prof,0.0
2011,Digital Art History,TRUE,"assistant_prof, associate_prof",0.0
2011,Digital Art History,TRUE,open_rank,0.0
2011,Digital Art History,TRUE,lecturer,0.0
2011,Digital Art History,TRUE,vap,0.0
2011,Digital Art History,TRUE,full_prof,0.0
2011,Digital Art History,TRUE,"associate_prof, full_prof",0.0
2011,Digital Art History,TRUE,associate_prof,0.0
2011,Digital Art History,TRUE,chair,0.0
2011,Digital Art History,TRUE,"vap, lecturer",0.0
2011,Digital Art History,TRUE,"vap, assistant_prof",0.0
2011,Digital Art History,TRUE,"lecturer, assistant_prof, associate_prof",0.0
2011,Digital Art History,TRUE,"lecturer, assistant_prof",0.0
2011,Digital Art History,FALSE,all,0.0
2011,Digital Art History,FALSE,unknown,0.0
2011,Digital Art History,FALSE,assistant_prof,0.0
2011,Digital Art History,FALSE,"assistant_prof, associate_prof",0.0
2011,Digital Art History,FALSE,open_rank,0.0
2011,Digital Art History,FALSE,lecturer,0.0
2011,Digital Art History,FALSE,vap,0.0
2011,Digital Art History,FALSE,full_prof,0.0
2011,Digital Art History,FALSE,"associate_prof, full_prof",0.0
2011,Digital Art History,FALSE,associate_prof,0.0
2011,Digital Art History,FALSE,chair,0.0
2011,Digital Art History,FALSE,"vap, lecturer",0.0
2011,Digital Art History,FALSE,"vap, assistant_prof",0.0
2011,Digital Art History,FALSE,"lecturer, assistant_prof, associate_prof",0.0
2011,Digital Art History,FALSE,"lecturer, assistant_prof",0.0
2011,Digital Art History,all,unknown,1.0
2011,Digital Art History,all,assistant_prof,0.0
2011,Digital Art History,all,"assistant_prof, associate_prof",0.0
2011,Digital Art History,all,open_rank,0.0
2011,Digital Art History,all,lecturer,0.0
2011,Digital Art History,all,vap,0.0
2011,Digital Art History,all,full_prof,0.0
2011,Digital Art History,all,"associate_prof, full_prof",0.0
2011,Digital Art History,all,associate_prof,0.0
2011,Digital Art History,all,chair,0.0
2011,Digital Art History,all,"vap, lecturer",0.0
2011,Digital Art History,all,"vap, assistant_prof",0.0
2011,Digital Art History,all,"lecturer, assistant_prof, associate_prof",0.0
2011,Digital Art History,all,"lecturer, assistant_prof",0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,all,all,28.5
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,unknown,all,2.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,unknown,unknown,2.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,unknown,assistant_prof,0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,unknown,"assistant_prof, associate_prof",0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,unknown,open_rank,0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,unknown,lecturer,0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,unknown,vap,0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,unknown,full_prof,0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,unknown,"associate_prof, full_prof",0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,unknown,associate_prof,0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,unknown,chair,0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,unknown,"vap, lecturer",0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,unknown,"vap, assistant_prof",0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,unknown,"lecturer, assistant_prof, associate_prof",0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,unknown,"lecturer, assistant_prof",0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,TRUE,all,19.5
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,TRUE,unknown,0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,TRUE,assistant_prof,14.5
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,TRUE,"assistant_prof, associate_prof",5.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,TRUE,open_rank,0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,TRUE,lecturer,0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,TRUE,vap,0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,TRUE,full_prof,0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,TRUE,"associate_prof, full_prof",0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,TRUE,associate_prof,0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,TRUE,chair,0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,TRUE,"vap, lecturer",0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,TRUE,"vap, assistant_prof",0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,TRUE,"lecturer, assistant_prof, associate_prof",0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,TRUE,"lecturer, assistant_prof",0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,FALSE,all,7.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,FALSE,unknown,1.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,FALSE,assistant_prof,0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,FALSE,"assistant_prof, associate_prof",0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,FALSE,open_rank,0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,FALSE,lecturer,2.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,FALSE,vap,4.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,FALSE,full_prof,0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,FALSE,"associate_prof, full_prof",0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,FALSE,associate_prof,0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,FALSE,chair,0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,FALSE,"vap, lecturer",0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,FALSE,"vap, assistant_prof",0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,FALSE,"lecturer, assistant_prof, associate_prof",0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,FALSE,"lecturer, assistant_prof",0.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,all,unknown,3.0
2011,Early Modern / Renaissance / Eighteenth & Nineteenth Century Art,all,assistant_prof,14.5
